Session_ID,Customer_ID,Vehicle_ID,Station_ID,Session_Start,Duration_Minutes,Energy_kWh,Tariff_per_kWh,Revenue,Charger_Type,Payment_Method,Weather,Traffic
CS001885,CU01651,V01651,S007,2025-05-02 18:45,108,11.72,9.0,105.48,AC Slow,UPI,Cloudy,Medium
CS001886,CU00261,V00261,S031,2025-01-21 12:25,93,49.31,12.0,591.72,AC Fast,Credit Card,Clear,Low
CS001887,CU01161,V01161,S044,2025-01-26 15:28,23,31.88,11.5,366.62,DC Fast 30kW,Credit Card,Rain,High
CS001888,CU00583,V00583,S021,2025-04-24 05:10,48,57.81,10.0,578.1,AC Slow,Debit Card,Rain,Medium
CS001889,CU00944,V00944,S045,2025-05-29 19:14,44,24.65,12.0,295.8,DC Fast 60kW,Credit Card,Clear,Medium
CS001890,CU01281,V01281,S002,2025-04-21 05:29,120,60.13,9.0,541.17,AC Fast,Debit Card,Cloudy,Low
CS001891,CU00498,V00498,S044,2025-06-21 19:30,25,40.59,8.5,345.02,DC Ultra Fast 120kW,Credit Card,Hot,High
CS001892,CU02458,V02458,S009,2025-03-04 23:22,80,27.74,11.5,319.01,DC Fast 60kW,Debit Card,Rain,Medium
CS001893,CU00868,V00868,S021,2025-05-10 02:20,134,46.55,11.5,535.32,AC Slow,Debit Card,Clear,Medium
CS001894,CU02286,V02286,S050,2025-03-25 07:55,54,8.78,8.5,74.63,DC Ultra Fast 120kW,Credit Card,Clear,High
CS001895,CU00512,V00512,S024,2025-04-08 09:11,39,46.72,8.5,397.12,AC Fast,Wallet,Clear,High
CS001896,CU00551,V00551,S035,2025-06-16 19:07,124,47.24,12.0,566.88,DC Fast 60kW,Credit Card,Cloudy,Low
CS001897,CU02988,V02988,S031,2025-05-09 22:59,86,17.89,9.0,161.01,DC Fast 60kW,Credit Card,Hot,Medium
CS001898,CU00556,V00556,S016,2025-01-10 13:38,32,48.12,11.5,553.38,AC Slow,Debit Card,Cloudy,High
CS001899,CU01712,V01712,S022,2025-01-07 20:43,85,16.53,10.0,165.3,DC Fast 60kW,Debit Card,Hot,Low
CS001900,CU01110,V01110,S024,2025-04-28 02:37,55,45.65,10.0,456.5,DC Fast 30kW,UPI,Cloudy,Medium
CS001901,CU02460,V02460,S025,2025-06-15 08:28,85,48.91,12.0,586.92,DC Fast 30kW,Debit Card,Hot,Low
CS001902,CU02387,V02387,S026,2025-06-27 00:43,28,44.77,9.0,402.93,DC Fast 60kW,UPI,Clear,Medium
CS001903,CU00628,V00628,S021,2025-05-13 22:19,100,20.52,8.5,174.42,DC Ultra Fast 120kW,Wallet,Clear,High
CS001904,CU00151,V00151,S033,2025-03-05 00:13,48,22.26,9.0,200.34,AC Fast,Credit Card,Rain,High
CS001905,CU02461,V02461,S013,2025-03-19 01:16,52,18.06,11.5,207.69,DC Ultra Fast 120kW,Debit Card,Clear,High
CS001906,CU02882,V02882,S012,2025-05-11 20:22,42,33.64,12.0,403.68,DC Fast 60kW,Credit Card,Rain,Medium
CS001907,CU02070,V02070,S007,2025-02-11 04:33,70,20.91,11.5,240.47,DC Ultra Fast 120kW,Wallet,Rain,Low
CS001908,CU00410,V00410,S050,2025-04-12 07:49,30,24.93,9.0,224.37,AC Fast,Wallet,Cloudy,High
CS001909,CU00333,V00333,S026,2025-04-04 21:49,94,58.81,10.0,588.1,AC Slow,Debit Card,Rain,Medium
CS001910,CU00658,V00658,S002,2025-05-07 16:53,33,37.27,12.0,447.24,DC Ultra Fast 120kW,Debit Card,Hot,Medium
CS001911,CU01840,V01840,S030,2025-04-16 15:23,111,64.43,11.5,740.95,DC Ultra Fast 120kW,UPI,Clear,High
CS001912,CU00766,V00766,S010,2025-05-05 23:44,139,33.79,12.0,405.48,DC Fast 30kW,Credit Card,Rain,Medium
CS001913,CU02810,V02810,S022,2025-01-24 02:36,124,35.46,9.0,319.14,AC Fast,UPI,Cloudy,Medium
CS001914,CU00175,V00175,S031,2025-06-27 23:46,59,12.73,9.0,114.57,AC Slow,UPI,Rain,Medium
CS001915,CU02854,V02854,S024,2025-05-22 19:58,22,40.37,11.5,464.25,DC Fast 30kW,Credit Card,Cloudy,Low
CS001916,CU01900,V01900,S004,2025-05-06 21:24,114,34.68,8.5,294.78,DC Fast 60kW,Debit Card,Cloudy,Low
CS001917,CU02277,V02277,S032,2025-01-18 05:08,65,59.84,12.0,718.08,AC Slow,Debit Card,Cloudy,Medium
CS001918,CU01066,V01066,S038,2025-06-09 16:59,129,51.69,11.5,594.43,AC Fast,Debit Card,Cloudy,Low
CS001919,CU00772,V00772,S018,2025-05-05 09:35,48,15.25,9.0,137.25,AC Fast,Debit Card,Hot,Low
CS001920,CU02531,V02531,S041,2025-03-20 18:08,77,58.44,10.0,584.4,DC Fast 60kW,Credit Card,Hot,Low
CS001921,CU02260,V02260,S010,2025-05-09 23:48,120,47.19,11.5,542.68,DC Ultra Fast 120kW,UPI,Clear,High
CS001922,CU02399,V02399,S019,2025-03-23 17:41,47,17.35,10.0,173.5,DC Fast 30kW,Wallet,Clear,Medium
CS001923,CU00318,V00318,S040,2025-02-16 14:11,59,45.47,10.0,454.7,AC Fast,Wallet,Cloudy,High
CS001924,CU00581,V00581,S009,2025-03-04 13:56,86,32.75,10.0,327.5,DC Fast 30kW,Credit Card,Cloudy,Medium
CS001925,CU02822,V02822,S005,2025-01-09 08:40,85,23.66,11.5,272.09,DC Fast 60kW,UPI,Clear,Medium
CS001926,CU01773,V01773,S023,2025-05-20 21:55,115,36.08,10.0,360.8,DC Ultra Fast 120kW,Credit Card,Clear,Low
CS001927,CU02879,V02879,S024,2025-04-27 07:47,62,45.35,9.0,408.15,DC Fast 60kW,Credit Card,Hot,Low
CS001928,CU00725,V00725,S042,2025-01-08 12:30,29,28.2,10.0,282.0,AC Slow,Wallet,Hot,Medium
CS001929,CU00117,V00117,S021,2025-01-16 16:09,118,8.89,8.5,75.56,DC Fast 30kW,UPI,Hot,High
CS001930,CU00665,V00665,S035,2025-06-05 15:43,91,40.09,8.5,340.77,DC Ultra Fast 120kW,Debit Card,Clear,High
CS001931,CU02932,V02932,S024,2025-05-04 23:24,38,30.24,8.5,257.04,AC Fast,UPI,Hot,Medium
CS001932,CU00847,V00847,S038,2025-06-07 06:12,26,51.57,12.0,618.84,DC Fast 30kW,Wallet,Hot,Medium
CS001933,CU02582,V02582,S006,2025-06-05 13:12,100,39.43,11.5,453.44,DC Ultra Fast 120kW,Wallet,Rain,Medium
CS001934,CU00185,V00185,S023,2025-01-01 18:33,124,59.81,11.5,687.82,AC Slow,Credit Card,Hot,Medium
CS001935,CU02148,V02148,S003,2025-03-30 05:56,51,50.74,10.0,507.4,DC Fast 30kW,Wallet,Hot,Low
CS001936,CU01954,V01954,S027,2025-04-30 07:18,63,26.42,8.5,224.57,AC Slow,Credit Card,Rain,Low
CS001937,CU00783,V00783,S003,2025-01-25 12:28,50,62.24,11.5,715.76,AC Slow,Debit Card,Rain,Medium
CS001938,CU01184,V01184,S050,2025-03-13 20:26,78,24.6,12.0,295.2,AC Fast,Wallet,Cloudy,Low
CS001939,CU01805,V01805,S031,2025-01-16 17:04,60,37.35,11.5,429.53,AC Fast,UPI,Hot,Low
CS001940,CU02908,V02908,S039,2025-01-18 04:40,130,17.99,10.0,179.9,AC Fast,Credit Card,Cloudy,High
CS001941,CU02831,V02831,S010,2025-06-19 12:09,106,53.28,10.0,532.8,DC Fast 30kW,Wallet,Rain,Medium
CS001942,CU01973,V01973,S007,2025-06-12 05:03,74,35.49,9.0,319.41,DC Fast 30kW,Wallet,Rain,Medium
CS001943,CU02958,V02958,S025,2025-02-19 10:01,70,39.85,11.5,458.28,DC Fast 30kW,Credit Card,Hot,High
CS001944,CU01169,V01169,S038,2025-03-09 13:37,74,37.9,12.0,454.8,DC Fast 30kW,Wallet,Hot,Low
CS001945,CU00456,V00456,S043,2025-03-05 09:13,56,34.64,12.0,415.68,AC Slow,Wallet,Cloudy,Medium
CS001946,CU01383,V01383,S021,2025-06-21 16:13,26,13.1,9.0,117.9,AC Slow,Debit Card,Hot,Low
CS001947,CU01822,V01822,S035,2025-03-19 10:07,72,49.94,11.5,574.31,AC Fast,Debit Card,Clear,Low
CS001948,CU01708,V01708,S013,2025-03-05 09:52,86,10.3,12.0,123.6,DC Fast 30kW,Credit Card,Rain,Low
CS001949,CU00159,V00159,S015,2025-05-20 18:12,81,61.21,11.5,703.91,DC Ultra Fast 120kW,Debit Card,Cloudy,Medium
CS001950,CU02162,V02162,S027,2025-03-05 19:08,100,30.38,10.0,303.8,AC Fast,Wallet,Hot,Medium
CS001951,CU00049,V00049,S047,2025-05-05 08:03,138,38.47,8.5,327.0,DC Ultra Fast 120kW,Credit Card,Clear,High
CS001952,CU00401,V00401,S028,2025-06-20 10:06,57,23.36,10.0,233.6,DC Fast 30kW,Debit Card,Rain,Medium
CS001953,CU01266,V01266,S023,2025-04-18 12:06,67,39.81,12.0,477.72,AC Fast,UPI,Rain,Low
CS001954,CU00810,V00810,S048,2025-06-27 12:08,99,23.07,12.0,276.84,DC Fast 60kW,Debit Card,Rain,Low
CS001955,CU00176,V00176,S020,2025-05-24 14:47,140,53.63,9.0,482.67,DC Fast 30kW,Debit Card,Clear,Medium
CS001956,CU00689,V00689,S030,2025-06-17 15:59,86,35.46,8.5,301.41,AC Slow,Credit Card,Rain,Low
CS001957,CU00342,V00342,S041,2025-06-04 01:24,128,20.43,9.0,183.87,AC Fast,Wallet,Clear,Medium
CS001958,CU02339,V02339,S028,2025-03-11 01:32,42,58.39,11.5,671.49,AC Fast,Wallet,Clear,Low
CS001959,CU00107,V00107,S025,2025-01-27 11:05,65,16.21,9.0,145.89,DC Ultra Fast 120kW,UPI,Cloudy,Low
CS001960,CU02104,V02104,S001,2025-02-11 14:42,103,39.69,8.5,337.37,DC Fast 30kW,UPI,Hot,High
CS001961,CU01348,V01348,S021,2025-02-23 11:08,44,52.43,12.0,629.16,AC Slow,Debit Card,Rain,Low
CS001962,CU01813,V01813,S010,2025-06-10 11:25,136,34.4,9.0,309.6,AC Slow,UPI,Clear,Medium
CS001963,CU00468,V00468,S023,2025-02-05 22:49,127,29.41,12.0,352.92,AC Slow,Credit Card,Rain,Medium
CS001964,CU01403,V01403,S043,2025-06-02 04:03,37,32.49,12.0,389.88,AC Slow,Debit Card,Clear,High
CS001965,CU00492,V00492,S037,2025-04-11 23:58,23,63.51,8.5,539.84,DC Ultra Fast 120kW,UPI,Clear,Medium
CS001966,CU01716,V01716,S033,2025-01-03 03:36,137,46.22,10.0,462.2,DC Ultra Fast 120kW,Debit Card,Clear,High
CS001967,CU01213,V01213,S024,2025-01-26 08:18,44,24.36,11.5,280.14,DC Ultra Fast 120kW,Wallet,Hot,Low
CS001968,CU01276,V01276,S004,2025-01-15 13:55,59,32.24,12.0,386.88,AC Slow,UPI,Cloudy,Medium
CS001969,CU00790,V00790,S039,2025-01-01 04:19,24,44.18,8.5,375.53,DC Ultra Fast 120kW,Debit Card,Cloudy,Medium
CS001970,CU01054,V01054,S006,2025-06-23 15:35,95,22.71,10.0,227.1,DC Ultra Fast 120kW,UPI,Hot,High
CS001971,CU02676,V02676,S029,2025-05-24 23:07,42,27.62,10.0,276.2,AC Slow,Debit Card,Clear,Medium
CS001972,CU01104,V01104,S030,2025-05-24 00:11,115,22.03,12.0,264.36,DC Ultra Fast 120kW,Wallet,Cloudy,High
CS001973,CU02524,V02524,S030,2025-03-26 10:57,119,38.53,9.0,346.77,AC Slow,Debit Card,Rain,High
CS001974,CU00005,V00005,S004,2025-06-13 08:28,41,29.39,10.0,293.9,DC Fast 30kW,Credit Card,Clear,High
CS001975,CU02567,V02567,S045,2025-05-07 16:58,119,14.87,8.5,126.39,DC Fast 30kW,Debit Card,Cloudy,High
CS001976,CU01000,V01000,S050,2025-03-22 14:50,100,60.61,10.0,606.1,AC Fast,Wallet,Rain,Low
CS001977,CU01417,V01417,S014,2025-04-10 20:16,34,27.2,9.0,244.8,DC Fast 30kW,Wallet,Cloudy,High
CS001978,CU00139,V00139,S009,2025-03-29 02:30,66,58.58,10.0,585.8,AC Slow,Credit Card,Hot,High
CS001979,CU00953,V00953,S036,2025-05-14 09:05,97,16.21,8.5,137.78,AC Slow,Wallet,Rain,Low
CS001980,CU02610,V02610,S040,2025-05-17 00:00,88,62.46,9.0,562.14,AC Fast,Credit Card,Cloudy,Low
CS001981,CU00202,V00202,S004,2025-05-10 00:53,75,25.65,11.5,294.97,AC Fast,Credit Card,Hot,Low
CS001982,CU00249,V00249,S024,2025-03-14 01:47,71,36.38,8.5,309.23,AC Fast,Credit Card,Hot,Medium
CS001983,CU01909,V01909,S048,2025-03-12 22:50,63,11.41,9.0,102.69,AC Fast,UPI,Cloudy,Low
CS001984,CU02240,V02240,S007,2025-05-28 00:03,89,34.39,12.0,412.68,DC Fast 60kW,UPI,Hot,Medium
CS001985,CU01375,V01375,S010,2025-03-17 14:27,32,62.95,9.0,566.55,AC Fast,Wallet,Cloudy,Medium
CS001986,CU01026,V01026,S027,2025-03-15 18:42,132,17.02,11.5,195.73,AC Slow,Debit Card,Clear,Medium
CS001987,CU02972,V02972,S038,2025-01-22 18:18,66,52.97,12.0,635.64,AC Fast,Credit Card,Rain,Medium
CS001988,CU00112,V00112,S047,2025-04-12 16:53,134,19.47,10.0,194.7,AC Slow,UPI,Rain,High
CS001989,CU01760,V01760,S036,2025-04-20 23:50,33,63.17,10.0,631.7,DC Fast 60kW,Wallet,Rain,High
CS001990,CU02842,V02842,S035,2025-03-24 07:56,110,58.06,10.0,580.6,AC Fast,Credit Card,Cloudy,High
CS001991,CU01730,V01730,S046,2025-04-02 09:41,33,56.65,12.0,679.8,AC Slow,Debit Card,Hot,Low
CS001992,CU00144,V00144,S032,2025-05-04 10:56,78,29.17,9.0,262.53,DC Fast 30kW,Wallet,Cloudy,Medium
CS001993,CU00984,V00984,S050,2025-05-16 13:08,106,17.27,12.0,207.24,DC Fast 30kW,UPI,Rain,Low
CS001994,CU01292,V01292,S017,2025-06-29 03:26,79,61.44,10.0,614.4,DC Fast 30kW,Credit Card,Cloudy,High
CS001995,CU02390,V02390,S033,2025-06-05 01:55,113,60.71,12.0,728.52,DC Fast 60kW,Wallet,Rain,Low
CS001996,CU02152,V02152,S035,2025-01-09 12:31,106,13.72,10.0,137.2,DC Ultra Fast 120kW,Debit Card,Cloudy,Medium
CS001997,CU00801,V00801,S033,2025-06-22 13:16,113,29.83,8.5,253.55,AC Fast,Debit Card,Cloudy,High
CS001998,CU02619,V02619,S004,2025-04-01 14:20,83,43.01,12.0,516.12,AC Fast,Credit Card,Clear,Medium
CS001999,CU01416,V01416,S039,2025-04-22 01:27,135,44.74,10.0,447.4,DC Fast 60kW,Credit Card,Cloudy,High
CS002000,CU01535,V01535,S045,2025-01-19 06:58,80,8.86,9.0,79.74,DC Ultra Fast 120kW,Wallet,Hot,High
CS002001,CU02504,V02504,S044,2025-01-07 19:01,123,59.88,12.0,718.56,AC Slow,UPI,Hot,Medium
CS002002,CU00720,V00720,S040,2025-06-23 05:13,115,44.43,12.0,533.16,AC Fast,UPI,Cloudy,Medium
CS002003,CU01627,V01627,S020,2025-04-01 04:50,41,47.61,11.5,547.51,AC Slow,Debit Card,Hot,Low
CS002004,CU00028,V00028,S023,2025-05-02 22:23,92,62.65,10.0,626.5,AC Slow,UPI,Clear,Low
CS002005,CU01121,V01121,S045,2025-06-14 22:25,27,31.24,9.0,281.16,DC Fast 60kW,Credit Card,Cloudy,High
CS002006,CU00979,V00979,S048,2025-03-19 17:28,75,48.25,12.0,579.0,DC Fast 60kW,Credit Card,Hot,Low
CS002007,CU00113,V00113,S017,2025-06-25 01:02,94,53.66,8.5,456.11,AC Fast,UPI,Cloudy,High
CS002008,CU01136,V01136,S032,2025-01-28 10:45,130,49.19,8.5,418.12,AC Fast,Wallet,Clear,High
CS002009,CU01157,V01157,S003,2025-03-09 12:05,133,30.24,11.5,347.76,AC Slow,UPI,Clear,High
CS002010,CU02923,V02923,S021,2025-06-06 20:21,57,42.05,12.0,504.6,DC Fast 30kW,Wallet,Hot,Medium
CS002011,CU02619,V02619,S027,2025-05-06 01:57,77,52.94,10.0,529.4,AC Slow,Debit Card,Clear,Medium
CS002012,CU02822,V02822,S040,2025-04-26 09:42,96,23.08,12.0,276.96,AC Fast,Debit Card,Cloudy,Low
CS002013,CU00263,V00263,S038,2025-03-14 09:06,95,10.25,9.0,92.25,DC Fast 30kW,UPI,Rain,Low
CS002014,CU02097,V02097,S016,2025-01-12 22:43,46,59.08,8.5,502.18,AC Fast,UPI,Cloudy,Low
CS002015,CU01128,V01128,S030,2025-02-17 13:29,112,40.39,9.0,363.51,AC Fast,Debit Card,Cloudy,High
CS002016,CU02631,V02631,S007,2025-02-28 13:56,37,17.13,11.5,196.99,DC Fast 60kW,Wallet,Cloudy,Medium
CS002017,CU02532,V02532,S013,2025-03-18 09:49,41,12.23,12.0,146.76,DC Fast 30kW,Credit Card,Cloudy,High
CS002018,CU01389,V01389,S005,2025-02-22 01:36,51,62.09,12.0,745.08,AC Slow,Debit Card,Rain,High
CS002019,CU00307,V00307,S010,2025-04-11 22:27,24,48.65,10.0,486.5,DC Fast 60kW,Debit Card,Hot,High
CS002020,CU02101,V02101,S031,2025-01-23 05:23,31,43.53,8.5,370.0,AC Fast,Debit Card,Clear,High
CS002021,CU02252,V02252,S020,2025-03-25 14:12,104,50.9,11.5,585.35,AC Slow,Wallet,Clear,High
CS002022,CU01392,V01392,S048,2025-01-31 20:52,128,16.35,9.0,147.15,AC Fast,Credit Card,Clear,High
CS002023,CU01237,V01237,S021,2025-01-10 18:48,103,31.08,12.0,372.96,DC Fast 30kW,Debit Card,Cloudy,Medium
CS002024,CU02559,V02559,S026,2025-01-24 20:01,74,50.4,10.0,504.0,DC Ultra Fast 120kW,Credit Card,Cloudy,High
CS002025,CU02467,V02467,S041,2025-02-09 10:11,63,28.97,9.0,260.73,DC Fast 30kW,UPI,Rain,Low
CS002026,CU02173,V02173,S024,2025-03-05 16:02,43,38.49,9.0,346.41,DC Ultra Fast 120kW,UPI,Hot,Medium
CS002027,CU01882,V01882,S050,2025-04-05 02:27,87,40.99,10.0,409.9,DC Fast 30kW,UPI,Clear,High
CS002028,CU00351,V00351,S038,2025-05-15 04:13,72,27.08,8.5,230.18,DC Fast 60kW,Wallet,Clear,Low
CS002029,CU01138,V01138,S043,2025-01-29 23:14,125,14.71,9.0,132.39,DC Fast 30kW,Debit Card,Hot,Medium
CS002030,CU02276,V02276,S042,2025-06-09 01:51,69,37.58,12.0,450.96,AC Fast,Debit Card,Hot,Low
CS002031,CU01415,V01415,S025,2025-04-13 07:27,87,38.32,8.5,325.72,AC Fast,Credit Card,Cloudy,Medium
CS002032,CU02812,V02812,S007,2025-04-11 12:45,50,45.07,11.5,518.3,AC Fast,Debit Card,Clear,Medium
CS002033,CU02009,V02009,S004,2025-02-12 05:59,41,46.31,8.5,393.63,DC Fast 30kW,UPI,Clear,High
CS002034,CU02585,V02585,S038,2025-06-23 01:49,122,63.55,10.0,635.5,AC Slow,UPI,Clear,Low
CS002035,CU00101,V00101,S019,2025-02-14 16:24,138,22.11,9.0,198.99,AC Slow,Wallet,Clear,Medium
CS002036,CU02474,V02474,S047,2025-02-23 08:33,20,53.81,10.0,538.1,AC Fast,Debit Card,Cloudy,Low
CS002037,CU00538,V00538,S037,2025-03-26 01:15,38,39.98,8.5,339.83,AC Fast,Debit Card,Clear,Medium
CS002038,CU02008,V02008,S019,2025-04-15 05:02,97,42.05,11.5,483.57,DC Fast 60kW,Wallet,Clear,Low
CS002039,CU01187,V01187,S018,2025-03-17 05:00,80,40.62,8.5,345.27,DC Ultra Fast 120kW,UPI,Clear,High
CS002040,CU00481,V00481,S034,2025-02-28 08:53,36,61.05,9.0,549.45,DC Ultra Fast 120kW,Wallet,Clear,Medium
CS002041,CU00331,V00331,S027,2025-06-05 00:10,81,8.76,10.0,87.6,DC Fast 30kW,Credit Card,Cloudy,Low
CS002042,CU02363,V02363,S003,2025-01-09 01:05,86,42.14,10.0,421.4,DC Ultra Fast 120kW,Debit Card,Cloudy,High
CS002043,CU02704,V02704,S015,2025-02-23 21:13,87,31.76,10.0,317.6,AC Slow,Wallet,Cloudy,Low
CS002044,CU02249,V02249,S036,2025-01-19 05:45,59,29.07,9.0,261.63,DC Fast 30kW,UPI,Clear,Low
CS002045,CU00257,V00257,S016,2025-03-13 01:03,31,60.43,12.0,725.16,DC Fast 60kW,UPI,Cloudy,Low
CS002046,CU02021,V02021,S029,2025-04-13 04:18,130,63.1,11.5,725.65,AC Slow,Credit Card,Rain,Medium
CS002047,CU02744,V02744,S029,2025-06-06 02:23,82,19.02,8.5,161.67,DC Ultra Fast 120kW,Debit Card,Clear,High
CS002048,CU00693,V00693,S004,2025-03-31 06:13,81,15.99,8.5,135.91,DC Fast 60kW,Credit Card,Rain,Medium
CS002049,CU00834,V00834,S036,2025-02-01 13:34,78,35.29,10.0,352.9,DC Fast 60kW,UPI,Cloudy,High
CS002050,CU00452,V00452,S047,2025-06-17 05:50,66,55.75,11.5,641.12,DC Fast 60kW,Credit Card,Clear,Low
CS002051,CU00182,V00182,S048,2025-04-10 18:29,117,53.12,10.0,531.2,DC Fast 60kW,Credit Card,Clear,High
CS002052,CU00430,V00430,S043,2025-05-29 12:17,93,31.65,8.5,269.02,DC Fast 60kW,Credit Card,Cloudy,Medium
CS002053,CU01327,V01327,S033,2025-04-08 07:48,53,41.06,10.0,410.6,DC Ultra Fast 120kW,Debit Card,Hot,High
CS002054,CU02069,V02069,S004,2025-03-02 17:38,35,46.28,9.0,416.52,AC Fast,Wallet,Rain,Low
CS002055,CU02174,V02174,S026,2025-03-06 08:27,89,53.66,9.0,482.94,DC Ultra Fast 120kW,UPI,Clear,Low
CS002056,CU00447,V00447,S023,2025-01-16 08:26,57,60.36,11.5,694.14,DC Fast 60kW,Credit Card,Cloudy,Low
CS002057,CU01731,V01731,S040,2025-06-27 08:22,28,33.22,9.0,298.98,DC Fast 60kW,UPI,Rain,Medium
CS002058,CU02662,V02662,S020,2025-01-09 18:43,118,19.11,11.5,219.76,DC Ultra Fast 120kW,UPI,Hot,High
CS002059,CU01207,V01207,S040,2025-02-21 03:51,118,31.58,11.5,363.17,AC Slow,Credit Card,Clear,Low
CS002060,CU01597,V01597,S023,2025-06-25 16:08,28,52.02,10.0,520.2,AC Slow,Wallet,Rain,High
CS002061,CU01740,V01740,S009,2025-03-02 12:56,40,18.9,10.0,189.0,DC Fast 30kW,UPI,Rain,High
CS002062,CU02488,V02488,S034,2025-02-14 14:07,107,54.97,9.0,494.73,DC Ultra Fast 120kW,Debit Card,Hot,Medium
CS002063,CU01390,V01390,S020,2025-06-29 02:47,20,26.06,9.0,234.54,DC Fast 30kW,Debit Card,Hot,Low
CS002064,CU00474,V00474,S028,2025-06-07 21:37,42,41.17,10.0,411.7,AC Slow,Debit Card,Rain,Low
CS002065,CU00988,V00988,S044,2025-01-19 03:00,54,24.3,12.0,291.6,AC Slow,Wallet,Hot,High
CS002066,CU01513,V01513,S045,2025-01-10 05:37,42,46.93,9.0,422.37,AC Slow,Debit Card,Cloudy,Medium
CS002067,CU02644,V02644,S033,2025-02-16 10:51,33,9.75,11.5,112.12,AC Slow,Wallet,Clear,High
CS002068,CU02938,V02938,S047,2025-01-28 06:46,138,57.79,9.0,520.11,DC Fast 30kW,Wallet,Rain,Low
CS002069,CU02089,V02089,S042,2025-03-24 07:00,64,57.97,9.0,521.73,DC Fast 60kW,UPI,Rain,Medium
CS002070,CU00875,V00875,S036,2025-02-25 22:49,67,49.52,11.5,569.48,AC Fast,Debit Card,Clear,Low
CS002071,CU01676,V01676,S050,2025-02-10 08:25,39,21.27,8.5,180.79,DC Fast 60kW,Wallet,Clear,Low
CS002072,CU01895,V01895,S031,2025-03-10 15:54,86,13.23,10.0,132.3,DC Fast 60kW,Credit Card,Hot,Low
CS002073,CU01160,V01160,S018,2025-01-05 03:24,85,12.81,10.0,128.1,DC Ultra Fast 120kW,Debit Card,Hot,Medium
CS002074,CU02877,V02877,S010,2025-01-16 22:50,117,17.95,10.0,179.5,DC Ultra Fast 120kW,Wallet,Rain,Medium
CS002075,CU01758,V01758,S011,2025-01-22 05:43,21,61.13,9.0,550.17,DC Ultra Fast 120kW,Debit Card,Rain,High
CS002076,CU02520,V02520,S030,2025-06-29 11:13,118,33.32,8.5,283.22,AC Fast,UPI,Clear,Low
CS002077,CU02426,V02426,S046,2025-05-03 10:46,89,26.91,8.5,228.74,AC Fast,UPI,Cloudy,High
CS002078,CU01226,V01226,S014,2025-04-13 08:41,33,20.12,10.0,201.2,AC Slow,UPI,Rain,Medium
CS002079,CU01918,V01918,S016,2025-05-28 00:42,33,11.37,9.0,102.33,DC Fast 30kW,UPI,Rain,Medium
CS002080,CU01596,V01596,S048,2025-06-07 04:55,140,22.79,12.0,273.48,DC Fast 30kW,Wallet,Clear,High
CS002081,CU02332,V02332,S007,2025-04-01 03:34,42,9.75,10.0,97.5,DC Fast 30kW,UPI,Rain,Medium
CS002082,CU00901,V00901,S030,2025-05-15 18:53,37,54.85,10.0,548.5,DC Ultra Fast 120kW,Wallet,Rain,Low
CS002083,CU02268,V02268,S033,2025-02-19 20:01,114,23.76,9.0,213.84,DC Fast 60kW,Debit Card,Clear,Medium
CS002084,CU01778,V01778,S046,2025-01-09 02:44,124,25.01,11.5,287.62,AC Slow,UPI,Clear,High
CS002085,CU00988,V00988,S037,2025-02-04 15:49,87,57.79,12.0,693.48,DC Ultra Fast 120kW,UPI,Cloudy,High
CS002086,CU00788,V00788,S019,2025-03-05 19:15,135,12.74,12.0,152.88,AC Fast,Debit Card,Clear,Medium
CS002087,CU00753,V00753,S040,2025-03-03 12:55,94,51.43,10.0,514.3,DC Fast 30kW,Credit Card,Hot,Medium
CS002088,CU00649,V00649,S016,2025-04-05 21:34,73,39.91,9.0,359.19,DC Fast 30kW,Credit Card,Hot,Low
CS002089,CU02456,V02456,S006,2025-04-24 13:24,31,42.61,11.5,490.01,DC Fast 60kW,Credit Card,Hot,High
CS002090,CU02397,V02397,S047,2025-06-20 09:16,91,37.28,8.5,316.88,DC Fast 60kW,UPI,Hot,Low
CS002091,CU02251,V02251,S003,2025-06-20 01:29,117,53.63,9.0,482.67,DC Fast 30kW,Credit Card,Clear,Medium
CS002092,CU01830,V01830,S010,2025-04-09 12:43,78,22.35,12.0,268.2,AC Fast,UPI,Hot,Low
CS002093,CU01664,V01664,S048,2025-06-07 23:06,93,33.85,10.0,338.5,AC Slow,Debit Card,Cloudy,Medium
CS002094,CU02450,V02450,S025,2025-03-09 14:46,96,22.29,8.5,189.47,AC Fast,Wallet,Rain,Low
CS002095,CU01704,V01704,S005,2025-04-11 03:10,40,38.13,10.0,381.3,DC Ultra Fast 120kW,Debit Card,Cloudy,High
CS002096,CU02720,V02720,S048,2025-06-10 04:57,57,48.94,10.0,489.4,AC Fast,Debit Card,Rain,Medium
CS002097,CU02414,V02414,S012,2025-02-03 17:21,23,57.96,9.0,521.64,DC Ultra Fast 120kW,Debit Card,Cloudy,Medium
CS002098,CU00985,V00985,S034,2025-04-28 18:08,127,39.82,10.0,398.2,AC Slow,Credit Card,Rain,Low
CS002099,CU00851,V00851,S008,2025-02-20 17:35,95,33.57,12.0,402.84,DC Fast 60kW,Debit Card,Hot,Low
CS002100,CU02167,V02167,S034,2025-04-22 12:15,111,50.08,10.0,500.8,DC Fast 60kW,Credit Card,Rain,High
CS002101,CU00987,V00987,S021,2025-06-15 10:21,28,62.98,9.0,566.82,DC Fast 30kW,UPI,Cloudy,High
